id,商品名称,品牌,型号,功效,产地,适用发质,化妆品净含量
572082701149,L'OREAL /欧莱雅 奇焕精油洗发露 (奇焕炫亮) ,L'OREAL /欧莱雅 ,,清洁 发色亮泽 染后护色 ,中国 ,所有发质 ,440mL 
540832013590,海飞丝洗发水/露丝质柔滑洗发膏750ml/700ml/500ml官网旗舰洗发乳 ,海飞丝 ,丝质柔滑套装 ,深度清洁 去屑 ,中国大陆 ,,
557313783044,伊卡璐 Herbalessences洗发水 ,伊卡璐 ,,丰盈蓬松 改善毛躁 滋润 ,美国 ,所有发质 ,
589343083369,海飞丝 0%硅油 微米净透水润 去屑洗发露 ,海飞丝 ,0%硅油 微米净透水润 去屑洗发露 ,去屑止痒 ,中国大陆 ,正常发质 ,
522605235173,CLEAR/清扬去屑洗发露新款多效水润养护型750g 去屑滋养洗发水 ,CLEAR/清扬 ,清扬多效水润750ml新款单瓶套装 ,深度清洁 补水 去屑 ,中国大陆 ,所有发质 ,
40241133980,清扬洗发水去屑洗发露男士多效水润750+女士多效水润750洗发套装 ,CLEAR/清扬 ,男女士多效水润洗发套装 ,去屑止痒 深度清洁 滋润营养 改善毛躁 ,中国大陆 ,所有发质 ,
550885416460,施华蔻斐丝丽向阳花洗发水护发素男女士洗护套装官方正品1360ml ,Schwarzkopf/施华蔻 ,,深层清洁 ,,,
534629014147,施华蔻斐丝丽睡莲水养洗发水套装2瓶平衡水养清香450ml+450ml ,Schwarzkopf/施华蔻 ,,改善毛躁 ,,所有发质 ,
15579096437,海飞丝洗发水护发素套装丝源复活头皮洗530ml+护530ml ,海飞丝 ,海飞丝丝源复活头皮净化洗发露+护发素530ml组合 ,去屑止痒 深度清洁 ,中国大陆 ,,
575581122672,海飞丝洗发水露丝质柔滑5ml*100袋旅行装5毫升去屑小包袋装洗头膏 ,海飞丝 ,丝质柔滑洗发水5ml*100包套装 ,柔软顺滑 ,中国大陆 ,,
38232571056,阿道夫 祛屑止痒洗发乳液420ml ,阿道夫 ,祛屑止痒洗发乳液420ml ,柔软顺滑 改善毛躁 改善头痒 ,中国大陆 ,所有发质 ,
522027639218,宝洁潘婷乳液洗发水护发素套装洗护 洗发露男女洗头膏500*2+500 ,潘婷 ,乳液修护洗发水500ml+500ml套装 ,深度滋养 柔软顺滑 脆弱开叉护理 改善毛躁 损伤修护 ,中国大陆 ,所有发质 ,
523025117576,阿道夫 净澈清爽洗发水+护发素 ,阿道夫 ,净澈清爽洗发水+护发素 ,柔软顺滑 丰盈蓬松 ,中国大陆 ,油性 ,
586726059434,海飞丝防脱发洗发水青春男士女套装护根防掉焕活乳精华官方旗舰店 ,海飞丝 ,,其他 去头屑 ,,,
545112811220,【官方旗舰  】卡诗舒缓丝盈洗发水500ml 舒缓头皮 日常 ,KERASTASE/卡诗 ,,,西班牙 ,,500ml 
558648533760,【官方旗舰 】卡诗去屑净化洗发水无硅油深层清洁去头屑 ,KERASTASE/卡诗 ,,,西班牙 ,,
572082701149,L'OREAL /欧莱雅 奇焕精油洗发露 (奇焕炫亮) ,L'OREAL /欧莱雅 ,,清洁 发色亮泽 染后护色 ,中国 ,所有发质 ,440mL 
540832013590,海飞丝洗发水/露丝质柔滑洗发膏750ml/700ml/500ml官网旗舰洗发乳 ,海飞丝 ,丝质柔滑套装 ,深度清洁 去屑 ,中国大陆 ,,
584690000216,海飞丝 头皮护理洗发露(菁纯丝滑) ,海飞丝 ,头皮护理洗发露(菁纯丝滑) ,头皮舒缓 柔软顺滑 控油 ,中国大陆 ,,
592201334874,【官方正品】吕男士参姜去屑无硅油洗发水新品200ml ,RYO/吕 ,,温和清洁、修护 改善头痒 去头屑 头皮舒缓 脆弱开叉护理 ,中国 ,,200mL 
571797331498,【官方正品】绿吕洗发水蓝吕舒盈清润净澈控油去屑蓬松洗护套装香 ,RYO/吕 ,,,韩国 ,,
551628101067,AUSSIE 丰盈蓬松洗发水 ,AUSSIE ,,丰盈蓬松 染后护色 染烫受损护理 头皮舒缓 损伤修复 ,美国 ,受损发质 ,400mL 360mL 
557313783044,伊卡璐 Herbalessences洗发水 ,伊卡璐 ,,丰盈蓬松 改善毛躁 滋润 ,美国 ,所有发质 ,
42529380516,欧莱雅美发多效修复滋润发丝洗发水露护发素套装400*2+400ml正品 ,L'OREAL /欧莱雅 ,,,中国 ,油性 ,
555836899009,L'OREAL /欧莱雅 芯基源洗发水(针对自然细软发质) ,L'OREAL /欧莱雅 ,芯基源洗发水(针对自然细软发质) ,深度滋养 深度清洁 丰盈蓬松 损伤修护 ,西班牙 ,,
24540744248,L＇oreal/欧莱雅 沙龙洗护致臻修护洗发水 ,L'OREAL /欧莱雅 ,沙龙洗护致臻修护洗发水 ,深层修复 损伤修复 ,西班牙 ,严重受损发质（经常染烫） ,
18907787236,联合利华清扬多效水润男女士洗发水/露去头屑留香官方正品500g*2 ,CLEAR/清扬 ,去屑洗发露(多效水润养护型)套装 ,柔软顺滑 去屑止痒 去屑 ,中国大陆 ,所有发质 ,
549322868832,【屈臣氏】施华蔻赋芮深海臻润洗发露400ml ,Schwarzkopf/施华蔻 ,赋芮深海臻润洗发露400毫升套装. ,深度清洁 改善毛躁 清洁发丝头皮 ,中国大陆 ,,
40841703607,【屈臣氏】资生堂惠润鲜花芳香洗护套装(洗发露/水+护发素)男女士 ,Shiseido/资生堂 ,惠润洗发露+护发素(鲜花芳香型)组合 ,柔软顺滑 深度清洁 ,日本 ,所有发质 ,
564629875785,2瓶 施华蔻男士火山岩洗发露450ml洗发水装无硅油强根去油腻去屑 ,Schwarzkopf/施华蔻 ,,强根健发 ,中国 ,,
584990209086,施华蔻洗发露水凝胶原修护洗发水男女士补水洗护套装洗头膏1.9L ,Schwarzkopf/施华蔻 ,水凝胶原修护洗发水套装 ,滋润 ,中国大陆 ,,
579470672403,CLEAR/清扬 清扬女生去屑洗发水花丛邂逅 ,CLEAR/清扬 ,清扬女生去屑洗发水花丛邂逅 ,去屑 ,中国大陆 ,所有发质 ,
582758552694,联合利华力士小晶钻樱花之恋无硅油洗发水+护发精华素套装450ml*2 ,LUX/力士 ,力士樱花之恋洗护套装 ,其他 改善毛躁 ,中国大陆 ,,
563675773364,CLEAR/清扬 润养去屑洗发露 ,CLEAR/清扬 ,润养去屑洗发露 ,,中国大陆 ,,
561053063652,资生堂洗发水两瓶丝蓓绮滢艳润养洗发露500ml*2瓶顺滑滋养 ,Shiseido/资生堂 ,丝蓓绮滢艳润养洗发露两瓶套装 ,深度滋养 染后护色 改善毛躁 滋润 ,日本 ,所有发质 ,
38347251930,清扬洗发水男士去屑止痒洗头膏洗发露多效水润型官方正品 ,CLEAR/清扬 ,男士去屑洗发露多效水润养护型400ml+160ml套装 ,去屑止痒 深度清洁 改善头痒 头皮舒缓 滋润 ,中国大陆 ,所有发质 ,
572663382747,RYO/吕 红吕洗发水（单瓶装） ,RYO/吕 ,红吕洗发水（单瓶装） ,,韩国 ,严重受损发质（经常染烫） ,
40241133980,清扬洗发水去屑洗发露男士多效水润750+女士多效水润750洗发套装 ,CLEAR/清扬 ,男女士多效水润洗发套装 ,去屑止痒 深度清洁 滋润营养 改善毛躁 ,中国大陆 ,所有发质 ,
45764483876,进口资生堂护理道头皮生机洗发水250ml+头皮生机护发素260g 套装 ,Shiseido/资生堂 ,,其他 ,,所有发质 ,
554476339937,安质 A5308 ,安质 ,A5308 ,深度滋养 柔软顺滑 深度清洁 滋润营养 ,中国大陆 ,所有发质 ,
43383480839,syoss丝蕴洗发水露护发素套装修复烫染受损深层修护洗头膏男女士 ,SYOSS/丝蕴 ,丝蕴深层修护洗护套装 ,深层修复 烫染修复 改善毛躁 损伤修复 滋润 ,中国大陆 ,严重受损发质（经常染烫） ,
593584432153,法国进口phyto发朵丝漾洗发露200ml 防脱发洗发水 无硅油植物配方 ,PHYTO/发朵 ,,强韧防断发 防脱 育发 防脱生发 ,法国 ,,200mL 
541942379081,日本进口资生堂惠润柔净洗发露绿野芳香替换装400ml*2袋洗发水 ,Shiseido/资生堂 ,惠润替换装洗发水2袋套装 ,柔软顺滑 滋润营养 ,日本 ,所有发质 ,
531477027570,养元青 头发护理洗发乳套装(控油防脱)中长发适用 ,养元青 ,头发护理洗发乳套装(控油防脱)中长发适用 ,防脱发 控油 滋润 ,中国大陆 ,油性 ,
543225555046,9度洗发水护发素套装正品男女士去屑止痒控油洗头膏露留香味持久 ,FABOSHI ,,深层滋养头皮、清洁 深层滋润头皮、清洁 清洁 发色亮泽 清透润泽光泽亮丽 温和清洁、修护 丰盈蓬松 改善毛躁 改善头痒 强韧防断发 去头屑 染后护色 染烫受损护理 烫后护卷 头皮控油 头皮舒缓 滋润 深层清洁 保湿 损伤修复 焗油 补水 控油 锁色 舒缓肌肤 ,中国 ,所有发质 ,500ml 750mL 
539420665366,德国Bubchen女孩儿童洗发水护发素正品3-15岁宝宝无硅油 ,Bubchen/贝臣 ,,,德国 ,,
585895035594,拉芳 去屑控油洗发水 ,拉芳 ,去屑控油洗发水 ,,中国大陆 ,,
589650534411,PAHKEN/帕克 男士英伦香氛洗发露+沐浴露 ,PAHKEN/帕克 ,,深层滋润头皮、清洁 改善头痒 去头屑 头皮控油 ,中国 ,,男士英伦香氛洗发露800m+沐浴露800ml 两瓶装 男士英伦香氛洗发露500m+沐浴露500ml 两瓶装 男士英伦香氛800ml+800ml+800ml 任选 三瓶装 备注或联系客服 男士英伦香氛500ml+500ml+500ml 任选 三瓶装 备注或联系客服 
520530219650,资生堂洗发水组合 水之密语净澄水活倍润洗发水600ml*2瓶滋养柔顺 ,AQUAIR/水之密语 ,净澄水活洗发露(倍润型)洗发水套装 ,柔软顺滑 滋润 补水 清洁发丝头皮 ,中国大陆 ,,
594262384498,【新品】力士小晶钻悠然绿意无硅油洗发水护发素套装男女450ml*2 ,LUX/力士 ,,其他 ,,,
40865553816,香港正品COCO香氛洗发水护发素套装去油滋润修护持久留香家庭装 ,COCOnatural ,,损伤修复 改善头痒 改善毛躁 染烫受损护理 柔顺润滑 ,,受损发质 ,
570455775398,George caroll/乔治卡罗尔 男士黑金洗发水 ,George caroll/乔治卡罗尔 ,男士黑金洗发水 ,柔软顺滑 去屑止痒 深度清洁 滋润营养 滋润 ,中国大陆 ,,
523136876580,PAHKEN/帕克 女人香洗发水加护发素 ,PAHKEN/帕克 ,,强根健发 深层滋润头皮、清洁 改善毛躁 改善头痒 头皮控油 ,中国 ,,女人香滋养洗发水+护发素+沐浴露800ML 女人香去屑洗发水+护发素+沐浴露800ML 女人香控油洗发水+护发素+沐浴露800ML 洗发水 护发素 沐浴露 可任选三瓶（备注或联系客服） 
584804943108,舒蕾 波卡莉香水润焕活头皮护理洗发露 ,舒蕾 ,,深层滋养头皮、清洁 保湿 补水 ,中国 ,干性 ,300mL 550mL 
542564545132,熊野油脂 PHARMAACT洗护二合一洗发水 ,熊野油脂 ,PHARMAACT洗护二合一洗发水 ,深度滋养 防脱发 柔软顺滑 去屑止痒 控油 ,日本 ,所有发质 ,
593147834457,【新品上市】云南白药养元青洗发水 控油健发防脱密发洗发乳500ml ,养元青 ,头皮护理洗发乳（控油健发防脱）500ml ,,中国大陆 ,油性 ,
39202825133,老姜王生姜汁洗发水露头皮按摩膏洗护套装防掉育发液长发剂洗头 ,博倩 ,,防脱 育发 ,中国 ,所有发质 ,
558952119702,Moist Diane/黛丝恩 黛丝恩植萃洗发水 ,Moist Diane/黛丝恩 ,,深层滋养头皮、清洁 ,日本 ,,绿色滋润亮泽型洗发水 粉色损伤修复型洗发水 蓝色水润轻盈洗发水 绿色滋润亮泽型护发素 粉色损伤修护型护发素 蓝色水润轻盈型护发素 
527582096481,熊野油脂 Pharmaact无添加洗发水 ,熊野油脂 ,Pharmaact无添加洗发水 ,柔软顺滑 深层修复 损伤修复 滋润 ,日本 ,所有发质 ,
567854493134,海洋诗韵 生姜防脱生发洗发水 ,海洋诗韵 ,,强根健发 深层滋养头皮、清洁 强韧防断发 其他/other 育发 ,中国 ,所有发质 ,400mL 普通套餐【洗发水+头发增长液】 升级版套餐【洗发水+3瓶头发增长液】 终极套餐【2瓶洗发水+2瓶头发增长液】 头发增长液 
40555334173,汉喜 荷塘月色洗发水+护发素 ,汉喜 ,荷塘月色洗发水+护发素 ,深度滋养 柔软顺滑 损伤护理 ,中国大陆 ,所有发质 ,
582907405336,蜗蜗 纯姜洗发露 ,蜗蜗 ,,改善头痒 头皮控油 去头屑 强根健发 温和清洁、修护 ,中国 ,所有发质 ,纯姜洗发露 洗护套装（洗发水+发膜） 洗沐套装（洗发水+沐浴露） 洗护养套装（洗发水+发膜+精油） 
559433843764,霸王 育发防脱洗发液 ,霸王 ,育发防脱洗发液 ,防脱发 强韧防断发 控油 ,中国大陆 ,所有发质 ,
520307070766,琴叶 还原酸性滋润保湿洗发水 ,琴叶 ,,温和清洁、修护 染烫受损护理 保湿 脆弱开叉护理 ,中国 ,受损发质 ,滋养水润保湿洗发300ML 滋养水润保湿洗发500ML 滋养水润保湿洗发800ML 祛屑清爽轻柔洗发露300ML 祛屑清爽轻柔洗发露500ML 祛屑清爽轻柔洗发露800ML 烫染后洗发露500ML 烫染后洗发露800ML 控油洗发露500ML 控油洗发露800ML 
579650648289,植物主义孕妇洗发水沐浴露套装怀孕期专用洗护品去屑止痒洗头正品 ,植物主义 ,,,,混合性 ,
16993947116,SCALP－D/丝凯露－D MAN OILY SHAMPOO ,SCALP－D/丝凯露－D ,MAN OILY SHAMPOO ,深度清洁 控油 ,日本 ,油性 ,
523218749166,琴叶威丝婷还原酸性去屑控油护发素洗发水受损头发修护洗护套装 ,琴叶 ,,丰盈蓬松 改善毛躁 ,中国 ,所有发质 ,300mL 500ml 800mL 
535435544582,Shiseido/资生堂 护理道头皮生机系列洗发露 ,Shiseido/资生堂 ,护理道头皮生机系列洗发露 ,其他 ,日本 ,所有发质 ,
594840523880,【新品】力士小晶钻无硅油馥悦繁花洗发水护发素套装男女450ml*2 ,LUX/力士 ,,其他 ,,,
37623241455,丰添 防脱发洗发液（男用） ,丰添 ,,头皮控油 头皮舒缓 滋润 保湿 控油 ,意大利 ,所有发质 ,400mL 男 200ml 
543831492907,Difaso/蒂花之秀 八植精华调养洗发乳 去屑止痒 ,Difaso/蒂花之秀 ,八植精华调养洗发乳 去屑止痒 ,去屑止痒 ,中国大陆 ,所有发质 ,
587919193966,Puwubeauty/朴物大美 香氛柔顺洗发水 ,Puwubeauty/朴物大美 ,香氛柔顺洗发水 ,,中国大陆 ,油性 ,
39279504539,COCOnatural 水润蛋白滋养双效香芬洗发乳 ,COCOnatural ,水润蛋白滋养双效香芬洗发乳 ,深度滋养 柔软顺滑 深层修复 烫染修复 改善毛躁 ,中国大陆 ,受损发质（染烫1-2次） ,
574809402272,马丁 洁净去屑洗发露 ,马丁 ,,深层滋养头皮、清洁 清透润泽光泽亮丽 温和清洁、修护 头皮控油 头皮舒缓 ,中国 ,所有发质 ,500ML洗发水 500ML*2瓶 洗发水家庭装 500ML洗发水+500ML沐浴露+赠 50ML洗发水 
553706127231,米叻男士沐浴露洗发水套装控油去屑洗发露持久留香沐浴乳家庭装 ,MILLER DAZZLE/米叻 ,,,中国 ,油性 ,500g/mL 
557784825718,三个魔发匠 香氛控油清爽洗发露 ,三个魔发匠 ,,深层滋润头皮、清洁 改善头痒 去头屑 头皮控油 滋润 ,中国 ,所有发质 ,洗发水500ml（无赠品） 800ml洗发水（无赠品） 500ml洗发水+500ml护发素（送沐浴露500ml） 800ml洗发水+800ml护发素（送沐浴露500ml） 
585689061055,舒蕾 奢养葡萄籽精油洗发露 ,舒蕾 ,奢养葡萄籽精油洗发露 ,深度滋养 深层修复 改善毛躁 损伤修复 ,中国大陆 ,,
552307245288,菲诗小铺梦中邂逅初恋甜心香水洗发水600ml*2 大容量 清洁发丝 ,The Face Shop/菲诗小铺 ,菲诗小铺洗发水600ml ,丰盈蓬松 ,中国大陆 ,正常发质 ,
545690718947,采乐 酮康采乐去屑洗发水 ,采乐 ,酮康采乐去屑洗发水 ,去屑止痒 改善毛躁 头皮舒缓 改善头痒 柔软顺滑 ,中国大陆 ,头皮屑 ,
570271485472,George caroll/乔治卡罗尔 男士海洋洗发水沐浴露 ,George caroll/乔治卡罗尔 ,男士海洋洗发水沐浴露 ,柔软顺滑 去屑止痒 丰盈蓬松 控油 去屑 ,中国大陆 ,所有发质 ,
560105597553,Leonor Greyl 蜂蜜洗发露 ,Leonor Greyl ,蜂蜜洗发露 ,丰盈蓬松 ,法国 ,,
590146684960,日本amino mason氨基酸清爽樱花洗发水护发素套装官方正品450ml*2 ,Amino Mason ,,,日本 ,,
17551037896,Schwarzkopf/施华蔻 水凝胶原修护洗发露 ,Schwarzkopf/施华蔻 ,,深层滋养头皮、清洁 ,中国 ,干性 ,200mL 600ml 400mL 
537935561635,Schwarzkopf/施华蔻 火山岩净洁洗发露 ,Schwarzkopf/施华蔻 ,,深层清洁 ,中国 ,,450mL 
564889191434,REJOICE/飘柔 家庭护理兰花长效清爽去屑洗发露 ,REJOICE/飘柔 ,家庭护理兰花长效清爽去屑洗发露 ,去屑 ,中国大陆 ,,
596055319353,阿道夫 轻柔丝滑洗发水中样 ,阿道夫 ,,改善毛躁 丰盈蓬松 温和清洁、修护 ,中国 ,,55ml 
44581637995,潘婷去油洗发水液露套装柔软顺滑修护 男女士洗头膏发冼发水500*2 ,潘婷 ,潘婷乳液修护洗发露500ml优惠装2套装 ,柔软顺滑 深层修复 脆弱开叉护理 改善毛躁 损伤修复 ,中国大陆 ,干性 ,
565415687163,【官方旗舰 】卡诗白金赋活洗发水细软稀发立体丰盈充盈男女士 ,KERASTASE/卡诗 ,,,西班牙 ,,
568756575501,RYO/吕 花茶清漾凝润保湿护发乳(油性头发) ,RYO/吕 ,,保湿 ,韩国 ,,400mL 
35823850362,海飞丝 男士去屑洗发露多效水润动能型 ,海飞丝 ,男士去屑洗发露多效水润动能型 ,滋润营养 ,中国大陆 ,,
560487612083,RYO/吕 金吕含光耀护金萃养护洗护套组200g+200ml ,RYO/吕 ,,,韩国 ,受损发质 ,
560173241536,海飞丝洗发水丝质柔滑去屑止痒洗头露套装男女士400ml送80ml*2瓶 ,海飞丝 ,丝质柔滑400ml+80ml*2 组合 ,,中国大陆 ,,
538424815363,海飞丝洗发水丝质柔滑型去屑洗发露750ml滋润柔顺男女家庭装正品 ,海飞丝 ,,去头屑 ,,,
589343083369,海飞丝 0%硅油 微米净透水润 去屑洗发露 ,海飞丝 ,0%硅油 微米净透水润 去屑洗发露 ,去屑止痒 ,中国大陆 ,正常发质 ,
39132738272,欧莱雅美发精油润养洗发水露套装700ml*3 修复滋润 持久留香 ,L'OREAL /欧莱雅 ,,改善毛躁 滋润 深层清洁 ,中国 ,干性 ,
559277555176,欧莱雅美发茶树植萃控油去头屑洗发水护发素洗护套装正品持久留香 ,L'OREAL /欧莱雅 ,,去头屑 头皮控油 深层清洁 ,中国 ,,其他/other 
558403899381,【直营】法国进口Klorane蔻萝兰/康如芍药头皮舒缓洗发水400ml ,蔻萝兰 ,,改善头痒 去头屑 ,法国 ,,
39245738188,L＇oreal/欧莱雅 密集滋养洗发水 ,L'OREAL /欧莱雅 ,密集滋养洗发水 ,脆弱开叉护理 改善毛躁 滋润营养 强韧防断发 柔软顺滑 ,中国大陆 ,所有发质 ,
548378202756,正品欧莱雅丝泉净化洗发水2瓶装1200ml男女士去屑止痒控油无硅油 ,L'OREAL /欧莱雅 ,沙龙专属丝泉净化洗发水套装 ,去屑止痒 深度清洁 改善头痒 控油 头皮舒缓 ,中国大陆 ,正常发质 ,
42795915539,L＇oreal/欧莱雅 专家洗护强韧焕发洗发水 ,L'OREAL /欧莱雅 ,,深层滋润头皮、清洁 ,西班牙 ,所有发质 ,500ml 
571351276970,【屈臣氏】施华蔻水凝胶原修护洗发露600ml+润发乳600ml 新老包装 ,Schwarzkopf/施华蔻 ,水凝胶原修护洗发露组合 ,,中国大陆 ,,
594914268975,【屈臣氏】HairRecipe发之食谱无花果清爽丰盈洗发露水530ml*2瓶 ,Watsons/屈臣氏 ,发之食谱无花果洗发水组合 ,丰盈蓬松 ,泰国 ,油性 ,
588364546010,施华蔻羊绒脂滋养修护洗发水露护发素男女士洗护套装1.4L改善毛躁 ,Schwarzkopf/施华蔻 ,,改善毛躁 染烫受损护理 滋润 损伤修复 柔顺ROSHUN ,中国 ,,其他/other 
520210937202,施华蔻洗发水护发素头发洗护套装保湿修复干枯洗头膏洗发露女 ,Schwarzkopf/施华蔻 ,斐丝丽睡莲水养套装 ,柔软顺滑 滋润 补水 ,中国大陆 ,正常发质 ,
591661171647,联合利华清扬植觉净透保湿去屑洗发露樱花微醺控油无硅油380ml*2 ,CLEAR/清扬 ,清扬植觉净透保湿去屑洗发露380ml套装 ,去屑止痒 深度清洁 ,中国大陆 ,,
588555610467,RYO/吕 吕(Ryo)含光耀护金萃养护洗发水400ml ,RYO/吕 ,吕(Ryo)含光耀护金萃养护洗发水400ml ,,,,
588196032773,RYO/吕 吕(Ryo)含光耀护营润修护洗发水920ml ,RYO/吕 ,吕(Ryo)含光耀护营润修护洗发水920ml ,,,,
526952572607,清扬洗发水露男女家庭装套装去屑止痒去油洗头膏正品旗舰店官方 ,CLEAR/清扬 ,清扬洗发水组合-1 ,去屑止痒 控油 ,中国大陆 ,正常发质 ,
524840945919,日本进口资生堂 惠润无硅油洗发绿野芳香洗发水220ml柔顺滋养秀发 ,Shiseido/资生堂 ,绿野芳香洗发水单件套 ,柔软顺滑 滋润营养 滋润 ,日本 ,所有发质 ,
44950008537,日本资生堂惠润柔净绿野芳香洗护套装600ml*2瓶洗发水护发素共2瓶 ,Shiseido/资生堂 ,,保湿 柔顺润滑 滋润 ,,所有发质 ,
559736480782,沙宣 洁净去屑男士洗发露 ,沙宣 ,洁净去屑男士洗发露 ,深度清洁 ,中国大陆 ,,
564863329268,REJOICE/飘柔 丰盈飘逸微米净透洗发露 ,REJOICE/飘柔 ,丰盈飘逸微米净透洗发露 ,丰盈蓬松 清洁发丝头皮 ,中国大陆 ,,
36127025829,清扬洗发水男女通用去屑洗头膏洗发露多效水润型官方正品 ,CLEAR/清扬 ,多效水润养护型组合装 ,其他 深度清洁 ,中国大陆 ,所有发质 ,
595903832442,清扬 男士洗发水 650g 活力运动薄荷 去屑 控油去味 清爽 洗发露 ,CLEAR/清扬 ,活力运动组合 ,去屑止痒 ,中国大陆 ,,
546172164801,清扬洗发水露液乳洗头膏去屑止痒控油香旗舰店官方旗舰套装男女士 ,CLEAR/清扬 ,清扬男士活力运动去屑洗发露套装 ,去屑止痒 控油 ,中国大陆 ,所有发质 ,
520870120915,添乐哆啦A梦洗发露儿童专用3-6-12岁男女孩宝宝柔顺润洗发水650g ,添乐 ,,,中国大陆 ,,
565396904858,Greenkosy/绿色溪谷 椰油净爽去屑洗发液 ,Greenkosy/绿色溪谷 ,椰油净爽去屑洗发液 ,去屑止痒 深度清洁 改善头痒 控油 去屑 ,澳大利亚 ,所有发质 ,
564767158648,安质 az安质乳酸素调理洗发露 ,安质 ,az安质乳酸素调理洗发露 ,滋润 ,中国大陆 ,所有发质 ,
547768580536,睿嫣润膏 舒盈滋养洗发水 ,睿嫣润膏 ,,其他/other 补水 ,韩国 ,所有发质 ,500ml 
13292465516,资生堂洗发水套装 丝蓓绮奢耀柔艳洗发水750ml*3瓶 滋润柔顺 ,Shiseido/资生堂 ,丝蓓绮洗护套装 ,柔软顺滑 滋润营养 烫染修复 改善毛躁 损伤修复 ,中国大陆 ,所有发质 ,
557893817997,丝蕴 syoss洗发水露护发素套装家庭洗头膏液改善毛躁香味男女通用 ,SYOSS/丝蕴 ,深层修护洗发露组合 ,柔软顺滑 去屑止痒 深度清洁 滋润营养 控油 ,中国大陆 ,正常发质 ,
567474133114,丰添Foltene女用防掉发洗发水护发素套装头发营养液 ,丰添 ,,,其他/other ,,
570279112917,润丝丹 植物生姜洗发水 ,润丝丹 ,,强根健发 改善毛躁 强韧防断发 去头屑 头皮控油 ,中国 ,所有发质 ,洗发水420ml 护发素420ml 
13621061979,TSUBAKI/丝蓓绮 奢耀柔艳洗发露 ,TSUBAKI/丝蓓绮 ,,改善毛躁 改善头痒 ,中国 ,受损发质 ,奢耀焕活（黄）洗发水750mL 奢耀焕活（黄）护发素750mL 奢耀修护（白）洗发水750mL 奢耀修护（白）护发素750mL 奢耀柔艳（红）洗发水750mL 奢耀柔艳（红）护发素750mL 
551960359529,DOMELAY/朵美莱 洗发+护发+沐浴 ,DOMELAY/朵美莱 ,,深层滋养头皮、清洁 清透润泽光泽亮丽 温和清洁、修护 染后护色 染烫受损护理 ,中国 ,所有发质 ,滋润洗发水738ml+护发素260ml 控油洗发水738ml+护发素260ml 去屑洗发水738ml+护发素260ml 滋润洗发水738ml+沐浴露260ml 控油洗发水738ml+沐浴露260ml 去屑洗发水738ml+沐浴露260ml 滋润洗发水738ml+护发素460ml 控油洗发水738ml+护发素460ml 去屑洗发水738ml+护发素460ml 滋润洗发水738ml+沐浴露460ml 控油洗发水738ml+沐浴露460ml 去屑洗发水738ml+沐浴露460ml 滋润洗发水738ml+滋润洗发水460ml 控油洗发水738ml+控油洗发水460ml 去屑洗发水738ml+去屑洗发水460ml 滋润洗发水738ml+护发素460ml+沐浴露460ml 控油洗发水738ml+护发素460ml+沐浴露460ml 去屑洗发水738ml+护发素460ml+沐浴露460ml 滋润洗发水738ml+护发素738ml+沐浴露460ml 控油洗发水738ml+护发素738ml+沐浴露460ml 去屑洗发水738ml+护发素738ml+沐浴露460ml 
573363408181,云南白药 小养生姜洗发露(强根健发) ,云南白药 ,小养生姜洗发露(强根健发) ,,中国大陆 ,,
567053361074,Aesop伊索 均衡洗发露 500mL ,AESOP ,,丰盈蓬松 深层清洁 ,澳大利亚 ,,500ml 
558605804431,Moist Diane/黛丝恩 摩洛哥油洗发水 头皮养护丰盈型 ,Moist Diane/黛丝恩 ,,改善头痒 去头屑 头皮控油 头皮舒缓 ,日本 ,油性 ,220mL 500ml 750mL 
522165331510,隆力奇 新活力去屑洗发水（清爽控油型） ,隆力奇 ,新活力去屑洗发水（清爽控油型） ,去屑止痒 深度清洁 控油 头皮舒缓 ,中国大陆 ,所有发质 ,
595812371944,正品满婷除螨洗发水男女去屑止痒控油去螨虫头螨头皮屑神器洗头膏 ,满婷 ,满婷除螨去屑洗发水 ,去屑止痒 深度清洁 丰盈蓬松 改善头痒 头皮舒缓 ,中国大陆 ,,
577314034646,CARDISS CSA01 ,CARDISS ,,强根健发 温和清洁、修护 改善毛躁 染烫受损护理 脆弱开叉护理 ,中国 ,受损发质 ,修护洗发水500ml（满即送大礼包） 清爽洗发水500ml（满即送大礼包） 滋润洗发水500ml（满即送大礼包） 无硅油洗发水建议配合发膜使用 
569990736588,依风 无硅油生姜洗发水 ,依风 ,,丰盈蓬松 保湿 头皮控油 深层清洁 ,中国 ,所有发质 ,生姜洗发水500g 生姜护发素500g 生姜洗发水720g 生姜护发素720g 生姜洗发水500g【2瓶装】 生姜洗发水500g+生姜护发素500g 生姜洗发水500g+香水沐浴露500g 
566321341415,Revlon/露华浓 生姜精华洗发水 ,Revlon/露华浓 ,,改善头痒 强韧防断发 去头屑 头皮控油 防脱生发 ,美国 ,混合性 ,600ml 
585822234286,Kerastase卡诗神仙精油双重菁纯修护液100ml护发神仙金油头发 ,KERASTASE/卡诗 ,,,,,
574181429959,MARO 男士洗发水3D立体丰盈型 ,MARO ,男士洗发水3D立体丰盈型 ,去屑止痒 深度清洁 丰盈蓬松 控油 头皮舒缓 ,日本 ,,
